started
1,0,0,17:00:13
2,0,0,17:01:19
4,35,0,17:01:23
5,37,0,17:01:30
6,3,0,17:01:49
7,48,0,17:01:50
8,18,0,17:01:55
9,9,0,17:02:02
10,100,0,17:02:02
11,78,0,17:02:03
12,93,0,17:02:04
13,85,0,17:02:04
14,88,0,17:02:05
15,81,0,17:02:06
16,114,0,17:02:06
17,73,0,17:02:07
18,89,0,17:02:08
19,68,0,17:02:09
20,86,0,17:02:09
21,81,0,17:02:10
22,83,0,17:02:11
23,83,0,17:02:11
24,82,0,17:02:12
25,82,0,17:02:13
26,80,0,17:02:14
27,82,0,17:02:14
28,82,0,17:02:15
29,84,0,17:02:16
30,86,0,17:02:16
31,84,0,17:02:17
32,86,0,17:02:18
33,85,0,17:02:19
34,89,0,17:02:19
35,91,0,17:02:20
36,94,0,17:02:21
37,95,0,17:02:21
38,97,0,17:02:22
39,95,0,17:02:22
40,96,0,17:02:23
41,94,0,17:02:24
42,95,0,17:02:24
43,96,0,17:02:25
44,94,0,17:02:26
45,93,0,17:02:26
46,97,0,17:02:27
47,100,0,17:02:27
48,105,0,17:02:28
49,112,0,17:02:29
50,105,0,17:02:29
51,118,0,17:02:30
52,109,0,17:02:30
53,119,0,17:02:31
54,117,0,17:02:31
55,120,0,17:02:32
56,120,0,17:02:32
57,120,0,17:02:33
58,120,0,17:02:33
59,122,0,17:02:34
60,121,1,17:02:34
61,121,1,17:02:35
62,121,1,17:02:35
63,121,1,17:02:36
64,121,1,17:02:36
65,122,1,17:02:37
66,121,1,17:02:37
67,121,1,17:02:38
68,121,1,17:02:38
69,121,1,17:02:39
70,121,1,17:02:39
71,121,1,17:02:40
72,121,1,17:02:40
73,122,1,17:02:41
74,121,1,17:02:41
75,121,1,17:02:42
76,121,1,17:02:42
77,122,1,17:02:43
78,121,1,17:02:43
79,120,1,17:02:44
80,121,1,17:02:44
81,121,1,17:02:45
82,121,1,17:02:45
83,121,1,17:02:46
84,120,1,17:02:46
85,121,1,17:02:47
86,120,1,17:02:47
87,120,1,17:02:48
88,120,1,17:02:48
89,121,1,17:02:48
90,121,1,17:02:49
91,120,1,17:02:50
92,120,1,17:02:50
93,120,1,17:02:50
94,120,1,17:02:51
95,120,1,17:02:51
96,120,1,17:02:52
97,120,1,17:02:52
98,120,1,17:02:53
99,120,1,17:02:54
100,120,1,17:02:54
101,120,1,17:02:55
102,120,1,17:02:55
103,120,1,17:02:55
104,120,1,17:02:56
105,120,1,17:02:56
106,119,1,17:02:57
107,120,1,17:02:57
108,119,1,17:02:58
109,120,1,17:02:58
110,119,1,17:02:59
111,120,1,17:02:59
112,120,1,17:03:00
113,119,1,17:03:01
114,120,1,17:03:01
115,119,1,17:03:02
116,119,1,17:03:02
117,119,1,17:03:03
118,119,1,17:03:03
119,119,1,17:03:04
120,119,2,17:03:04
121,120,2,17:03:05
122,119,2,17:03:05
123,118,2,17:03:06
124,118,2,17:03:06
125,119,2,17:03:07
126,118,2,17:03:07
127,118,2,17:03:08
128,118,2,17:03:08
129,118,2,17:03:09
130,118,2,17:03:09
131,118,2,17:03:10
132,118,2,17:03:10
133,118,2,17:03:11
134,118,2,17:03:11
135,118,2,17:03:12
136,118,2,17:03:12
137,117,2,17:03:13
138,118,2,17:03:13
139,118,2,17:03:14
140,117,2,17:03:14
141,117,2,17:03:15
142,118,2,17:03:15
143,117,2,17:03:16
144,117,2,17:03:16
145,117,2,17:03:17
146,117,2,17:03:17
147,118,2,17:03:18
148,118,2,17:03:18
149,117,2,17:03:19
150,116,2,17:03:19
151,117,2,17:03:20
152,116,2,17:03:20
153,117,2,17:03:21
154,117,2,17:03:21
155,117,2,17:03:22
156,116,2,17:03:22
157,117,2,17:03:23
158,116,2,17:03:23
159,116,2,17:03:24
160,117,2,17:03:24
161,116,2,17:03:25
162,116,2,17:03:25
163,116,2,17:03:26
164,116,2,17:03:26
165,116,2,17:03:27
166,116,2,17:03:27
167,116,2,17:03:28
168,116,2,17:03:28
169,116,2,17:03:29
170,116,2,17:03:29
171,115,2,17:03:30
