started
38,0,0,12:54:18
39,183,0,12:54:18
40,136,0,12:54:19
41,119,0,12:54:19
42,111,0,12:54:20
43,85,0,12:54:20
44,85,0,12:54:21
45,83,0,12:54:22
46,82,0,12:54:23
47,81,0,12:54:23
48,79,0,12:54:24
49,78,0,12:54:25
50,79,0,12:54:26
51,78,0,12:54:26
52,77,0,12:54:27
53,73,0,12:54:28
54,80,0,12:54:29
55,103,0,12:54:29
56,141,0,12:54:30
57,130,0,12:54:30
58,121,0,12:54:31
59,87,0,12:54:31
60,91,1,12:54:32
61,92,1,12:54:33
62,91,1,12:54:33
63,91,1,12:54:34
64,91,1,12:54:35
65,91,1,12:54:35
66,91,1,12:54:36
67,91,1,12:54:37
68,91,1,12:54:37
69,91,1,12:54:38
70,93,1,12:54:39
71,115,1,12:54:39
72,103,1,12:54:40
73,119,1,12:54:40
74,107,1,12:54:41
75,114,1,12:54:41
76,102,1,12:54:42
77,116,1,12:54:42
78,100,1,12:54:43
79,117,1,12:54:43
80,101,1,12:54:44
81,116,1,12:54:45
82,101,1,12:54:45
83,115,1,12:54:46
84,100,1,12:54:46
85,115,1,12:54:47
86,100,1,12:54:47
87,115,1,12:54:48
88,99,1,12:54:49
89,115,1,12:54:49
90,99,1,12:54:50
91,116,1,12:54:50
92,100,1,12:54:51
93,116,1,12:54:51
94,99,1,12:54:52
95,116,1,12:54:52
96,99,1,12:54:53
97,115,1,12:54:53
98,99,1,12:54:54
99,114,1,12:54:55
100,98,1,12:54:55
101,114,1,12:54:56
102,97,1,12:54:56
103,114,1,12:54:57
104,108,1,12:54:58
105,111,1,12:54:58
106,96,1,12:54:59
107,112,1,12:54:59
108,95,1,12:55:00
109,111,1,12:55:00
110,94,1,12:55:01
111,112,1,12:55:02
112,94,1,12:55:02
113,111,1,12:55:03
114,94,1,12:55:03
115,110,1,12:55:04
116,94,1,12:55:05
117,109,1,12:55:05
118,92,1,12:55:06
119,108,1,12:55:06
120,91,2,12:55:07
121,107,2,12:55:07
122,90,2,12:55:08
123,106,2,12:55:09
124,93,2,12:55:09
125,113,2,12:55:10
126,114,2,12:55:10
127,117,2,12:55:11
128,117,2,12:55:11
129,112,2,12:55:12
130,95,2,12:55:13
131,110,2,12:55:13
132,94,2,12:55:14
133,166,2,12:55:14
134,229,2,12:55:14
135,206,2,12:55:15
136,36,2,12:55:16
137,437,2,12:55:16
138,600,2,12:55:17
139,402,2,12:55:17
140,64,2,12:55:18
141,72,2,12:55:19
142,44,2,12:55:20
143,93,2,12:55:21
144,94,2,12:55:21
145,95,2,12:55:22
146,95,2,12:55:23
147,97,2,12:55:23
148,95,2,12:55:24
149,102,2,12:55:24
150,91,2,12:55:25
151,105,2,12:55:26
152,88,2,12:55:26
153,89,2,12:55:27
154,88,2,12:55:28
155,89,2,12:55:28
156,85,2,12:55:29
157,97,2,12:55:30
158,117,2,12:55:30
159,105,2,12:55:31
160,127,2,12:55:31
161,120,2,12:55:32
162,121,2,12:55:32
163,120,2,12:55:33
164,120,2,12:55:33
165,120,2,12:55:34
166,120,2,12:55:34
167,120,2,12:55:35
168,120,2,12:55:35
169,121,2,12:55:36
170,123,2,12:55:36
171,123,2,12:55:37
172,123,2,12:55:37
173,123,2,12:55:38
174,123,2,12:55:38
175,124,2,12:55:39
176,123,2,12:55:39
177,124,2,12:55:40
178,141,2,12:55:40
179,123,2,12:55:41
180,122,3,12:55:41
181,123,3,12:55:42
182,123,3,12:55:42
183,122,3,12:55:42
184,122,3,12:55:43
185,123,3,12:55:44
186,122,3,12:55:44
187,123,3,12:55:44
188,122,3,12:55:45
189,122,3,12:55:45
190,122,3,12:55:46
191,122,3,12:55:46
192,121,3,12:55:47
193,121,3,12:55:47
194,138,3,12:55:48
195,121,3,12:55:48
196,120,3,12:55:49
197,121,3,12:55:49
198,122,3,12:55:50
199,121,3,12:55:50
200,138,3,12:55:51
201,120,3,12:55:51
202,120,3,12:55:52
203,120,3,12:55:52
204,121,3,12:55:53
205,120,3,12:55:53
206,120,3,12:55:54
207,120,3,12:55:54
208,120,3,12:55:55
209,120,3,12:55:55
210,120,3,12:55:56
211,120,3,12:55:56
212,120,3,12:55:57
213,120,3,12:55:57
214,120,3,12:55:58
215,119,3,12:55:58
216,119,3,12:55:59
217,119,3,12:55:59
218,135,3,12:56:00
219,119,3,12:56:00
220,118,3,12:56:01
221,119,3,12:56:01
222,119,3,12:56:02
223,119,3,12:56:02
224,119,3,12:56:03
225,119,3,12:56:03
226,119,3,12:56:04
227,119,3,12:56:04
228,118,3,12:56:05
229,119,3,12:56:05
230,118,3,12:56:06
231,118,3,12:56:06
232,118,3,12:56:07
233,118,3,12:56:07
234,118,3,12:56:08
235,118,3,12:56:08
236,118,3,12:56:09
237,134,3,12:56:09
238,117,3,12:56:10
239,117,3,12:56:10
240,118,4,12:56:11
241,117,4,12:56:11
242,117,4,12:56:12
243,117,4,12:56:12
244,117,4,12:56:13
245,117,4,12:56:13
246,118,4,12:56:14
247,118,4,12:56:14
248,117,4,12:56:15
249,117,4,12:56:15
250,117,4,12:56:16
251,132,4,12:56:17
252,116,4,12:56:17
253,116,4,12:56:18
254,116,4,12:56:18
255,132,4,12:56:19
256,116,4,12:56:19
257,116,4,12:56:20
258,116,4,12:56:20
259,117,4,12:56:21
260,116,4,12:56:21
261,116,4,12:56:22
262,116,4,12:56:22
263,116,4,12:56:23
264,116,4,12:56:23
265,116,4,12:56:24
266,116,4,12:56:24
267,116,4,12:56:25
268,115,4,12:56:25
269,116,4,12:56:26
270,116,4,12:56:26
271,116,4,12:56:27
272,116,4,12:56:27
273,115,4,12:56:28
274,116,4,12:56:28
275,115,4,12:56:29
276,116,4,12:56:29
277,115,4,12:56:30
278,115,4,12:56:30
279,115,4,12:56:31
280,115,4,12:56:31
281,127,4,12:56:32
282,115,4,12:56:33
283,115,4,12:56:33
284,115,4,12:56:34
285,115,4,12:56:34
286,114,4,12:56:35
287,114,4,12:56:35
288,115,4,12:56:36
289,114,4,12:56:36
290,115,4,12:56:37
291,115,4,12:56:37
292,115,4,12:56:38
293,114,4,12:56:38
294,114,4,12:56:39
295,114,4,12:56:39
296,114,4,12:56:40
297,114,4,12:56:40
298,114,4,12:56:41
299,115,4,12:56:41
300,114,5,12:56:42
301,114,5,12:56:42
302,114,5,12:56:43
303,114,5,12:56:44
304,114,5,12:56:44
305,114,5,12:56:45
306,114,5,12:56:45
307,114,5,12:56:46
308,113,5,12:56:46
309,114,5,12:56:47
310,114,5,12:56:47
311,114,5,12:56:48
312,114,5,12:56:48
313,114,5,12:56:49
314,113,5,12:56:49
315,114,5,12:56:50
316,114,5,12:56:50
317,114,5,12:56:51
318,114,5,12:56:51
319,113,5,12:56:52
320,113,5,12:56:52
321,113,5,12:56:53
322,113,5,12:56:53
323,114,5,12:56:54
324,113,5,12:56:55
325,112,5,12:56:55
326,113,5,12:56:56
327,113,5,12:56:56
328,113,5,12:56:57
329,113,5,12:56:57
330,113,5,12:56:58
331,113,5,12:56:58
332,112,5,12:56:59
333,113,5,12:56:59
334,113,5,12:57:00
335,124,5,12:57:00
336,112,5,12:57:01
337,113,5,12:57:01
338,113,5,12:57:02
339,112,5,12:57:02
340,112,5,12:57:03
341,112,5,12:57:04
342,112,5,12:57:04
343,112,5,12:57:05
344,112,5,12:57:05
345,112,5,12:57:06
346,112,5,12:57:06
347,112,5,12:57:07
348,112,5,12:57:07
349,112,5,12:57:08
350,112,5,12:57:08
351,112,5,12:57:09
352,112,5,12:57:09
353,112,5,12:57:10
354,112,5,12:57:10
355,112,5,12:57:11
356,111,5,12:57:12
357,112,5,12:57:12
358,111,5,12:57:13
359,111,5,12:57:13
360,112,6,12:57:14
361,111,6,12:57:14
362,112,6,12:57:15
363,123,6,12:57:15
364,111,6,12:57:16
365,123,6,12:57:16
366,110,6,12:57:17
367,112,6,12:57:17
368,111,6,12:57:18
369,123,6,12:57:18
370,111,6,12:57:19
371,111,6,12:57:20
372,111,6,12:57:20
373,111,6,12:57:21
374,111,6,12:57:21
375,111,6,12:57:22
376,111,6,12:57:22
377,111,6,12:57:23
378,111,6,12:57:23
379,111,6,12:57:24
380,110,6,12:57:24
381,111,6,12:57:25
382,111,6,12:57:25
383,110,6,12:57:26
384,111,6,12:57:27
386,111,6,12:57:28
387,110,6,12:57:28
388,111,6,12:57:29
389,110,6,12:57:29
390,111,6,12:57:30
391,111,6,12:57:30
392,110,6,12:57:31
393,110,6,12:57:31
394,111,6,12:57:32
395,110,6,12:57:33
396,110,6,12:57:33
397,111,6,12:57:34
398,111,6,12:57:34
399,110,6,12:57:35
400,124,6,12:57:35
401,110,6,12:57:36
402,109,6,12:57:36
403,111,6,12:57:37
404,109,6,12:57:37
405,122,6,12:57:38
406,109,6,12:57:38
407,125,6,12:57:39
408,109,6,12:57:40
409,111,6,12:57:40
410,109,6,12:57:41
411,111,6,12:57:41
412,110,6,12:57:42
413,110,6,12:57:42
414,109,6,12:57:43
415,110,6,12:57:43
416,110,6,12:57:44
417,109,6,12:57:44
418,110,6,12:57:45
419,109,6,12:57:46
420,110,7,12:57:46
421,110,7,12:57:47
422,109,7,12:57:47
423,110,7,12:57:48
424,109,7,12:57:48
425,55,7,12:57:49
426,110,7,12:57:50
427,54,7,12:57:51
428,109,7,12:57:52
429,110,7,12:57:52
430,54,7,12:57:53
